file	EN	PL	reason
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} charges ({facing * 45}°) at {built.Target.Label} — +{atkB} Atk/+{dmgB} Dmg if contact holds.	{token.Label} szarżuje ({facing * 45}°) na {built.Target.Label} — +{atkB} do ataku/+{dmgB} do obrażeń, jeśli utrzyma kontakt.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} charges ({facing * 45}°) in a straight line.	{token.Label} szarżuje ({facing * 45}°) w linii prostej.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} facing set ({setupSnapped * 45}°).	{token.Label} kierunek ustawiony ({setupSnapped * 45}°).	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} facing unchanged.	{token.Label} kierunek bez zmian.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	, −1 move	, −1 ruch	non-texty literal
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} facing set ({snapped * 45}°){facingCostNote}.	{token.Label} kierunek ustawiony ({snapped * 45}°){facingCostNote}.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} facing unchanged.	{token.Label} kierunek bez zmian.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} takes Full Defense: +{BattleMovementRules.FullDefenseDefenseBonus} Defence, −{BattleMovementRules.FullDefenseAttackPenalty} Attack, no movement this round.	{token.Label} przyjmuje Pełną Obronę: +{BattleMovementRules.FullDefenseDefenseBonus} Obrony, −{BattleMovementRules.FullDefenseAttackPenalty} Ataku, brak ruchu w tej rundzie.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} drops Full Defense.	{token.Label} rezygnuje z Pełnej Obrony.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{token.Label} braces — Ironclad: +2 Armor for this combat round.	{token.Label} przygotowuje się — Ironclad: +2 Pancerza na tę rundę walki.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	Auto-assign attacks: {assigned} assigned, {cleared} cleared.	Automatyczne przydzielanie ataków: przydzielono {assigned}, wyczyszczono {cleared}.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	Failed to update Army HP for {fled.Label}.	Nie udało się zaktualizować HP w Armii dla {fled.Label}.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	Battle round {Math.Max(1, round)} summary: dealt {entry.DamageDealt}, took {entry.DamageTaken}, engaged rounds {entry.EngagedRounds}, kills {entry.Kills}, fled {(entry.Fled ? 	Podsumowanie rundy bitwy {Math.Max(1, round)}: zadane {entry.DamageDealt}, otrzymane {entry.DamageTaken}, rundy w starciu {entry.EngagedRounds}, zabici {entry.Kills}, ucieczka {(entry.Fled ? 	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	)} -> XP {entry.XpNetBase:+#;-#;0}.	)} -> PD {entry.XpNetBase:+#;-#;0}.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	MG adjustment: {entry.MgBonusXp:+#;-#;0} XP.	Korekta MG: {entry.MgBonusXp:+#;-#;0} PD.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	XP pool update: {beforePd} -> {unit.RemainingPd}.	Aktualizacja puli PD: {beforePd} -> {unit.RemainingPd}.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	Captain {captain.Name} gained {gained} CX (pool {sheet.CommanderXp}).	Kapitan {captain.Name} zdobył {gained} CX (pula {sheet.CommanderXp}).	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{active.Label} finished move → {FormatCell(end.X, end.Y)}.	{active.Label} zakończył ruch → {FormatCell(end.X, end.Y)}.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{active.Label} finished move (staying put).	{active.Label} zakończył ruch (pozostaje w miejscu).	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{msg} All movement orders set — waiting for the Game Master to resolve.	{msg} Wszystkie rozkazy ruchu ustawione — oczekiwanie na rozstrzygnięcie przez Mistrza Gry.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{msg} Next: {nextTok.Label}.	{msg} Następny: {nextTok.Label}.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	{active.Label} cleared movement plan.	{active.Label} wyczyścił plan ruchu.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	Movement resolved — {moved} unit(s) moved. Attack planning phase.	Ruch rozstrzygnięty — poruszyło się oddziałów: {moved}. Faza planowania ataku.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	Not every unit with an attack opportunity has a target: {sample}{suffix}. End attack planning anyway?	Nie każdy oddział z możliwością ataku ma cel: {sample}{suffix}. Zakończyć planowanie ataku mimo to?	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	Attack planning done — round {round} combat begins and attacks are resolved.	Planowanie ataków zakończone — rozpoczyna się runda {round} walki i ataki są rozstrzygane.	interpolation/format
DagoniteEmpire/Pages/Barony/BattleMapPage.razor	Round {Map.TurnState.Round} — movement phase (low → high initiative).	Runda {Map.TurnState.Round} — faza ruchu (od niskiej do wysokiej inicjatywy).	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	<PageTitle>Dagonite Empire | Barony Budget</PageTitle>	<PageTitle>Dagonitowe Imperium | Budżet baronii</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Domain Panel Gold (@Num(_domainPanelGold)) − liege tribute (@Num(_liegeTribute))	Złoto z Panelu Domeny (@Num(_domainPanelGold)) − trybut dla seniora (@Num(_liegeTribute))	unresolved line
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Turn balance = Domain Panel Final Gold − liege tribute.	Bilans tury = Złoto końcowe Panelu Domeny − trybut dla seniora.	unresolved line
DagoniteEmpire/Pages/Barony/BudgetPage.razor	({_vassalTributePercent:0.#}% on vassal lands; full gold on demesne). 	({_vassalTributePercent:0.#}% na ziemiach wasalnych; pełne złoto w domenie). 	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Remainder so Income − Expenses (before Fief tribute) equals Domain Panel Final Gold.	Reszta, aby Dochód − Wydatki (przed trybutem lenna) równały się Złotu końcowemu Panelu Domeny.	non-texty literal
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Sum of negative Gold (−) from Domain Panel → City and Buildings.	Suma ujemnego Złota (−) z Panelu Domeny → Miasto i budynki.	non-texty literal
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Sum of negative Gold (−) from Domain Panel → Social Groups.	Suma ujemnego Złota (−) z Panelu Domeny → Grupy społeczne.	non-texty literal
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Sum of negative Gold (−) from Domain Panel → Terrain Improvements.	Suma ujemnego Złota (−) z Panelu Domeny → Ulepszenia terenu.	non-texty literal
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Sum of negative Gold (−) from Domain Panel → Decrees and Technologies.	Suma ujemnego Złota (−) z Panelu Domeny → Dekrety i technologie.	non-texty literal
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Sum of negative Gold (−) from Domain Panel → Events active this turn.	Suma ujemnego Złota (−) z Panelu Domeny → Wydarzenia aktywne w tej turze.	non-texty literal
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Sum of negative Gold (−) from Domain Panel → Community.	Suma ujemnego Złota (−) z Panelu Domeny → Społeczność.	non-texty literal
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Remainder so Income − Expenses (before Fief tribute) equals Domain Panel Final Gold.	Reszta, aby Dochód − Wydatki (przed trybutem lenna) równały się Złotu końcowemu Panelu Domeny.	non-texty literal
DagoniteEmpire/Pages/Barony/BudgetPage.razor	{kind} to the Baron’s purse: {amount} gold.	{kind} do sakiewki barona: {amount} złota.	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	{kind}: {amount} gold.\n\n{src.Description.Trim()}	{kind}: {amount} złota.\n\n{src.Description.Trim()}	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Moved {PpbFormat.Number(amount)} gold from the barony treasury into the Baron’s purse.	Przeniesiono {PpbFormat.Number(amount)} złota ze skarbca baronii do sakiewki barona.	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Treasury → purse transfer of {PpbFormat.Number(amount)} gold (Resources balance / Budget).	Transfer skarbiec → sakiewka na {PpbFormat.Number(amount)} złota (Bilans zasobów / Budżet).	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Transferred {Num(amount)} to baron purse.	Przeniesiono {Num(amount)} do sakiewki barona.	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Moved {PpbFormat.Number(amount)} gold from the Baron’s purse back into the barony treasury.	Przeniesiono {PpbFormat.Number(amount)} złota z sakiewki barona z powrotem do skarbca baronii.	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Purse → treasury transfer of {PpbFormat.Number(amount)} gold (Resources balance / Budget).	Transfer sakiewka → skarbiec na {PpbFormat.Number(amount)} złota (Bilans zasobów / Budżet).	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Transferred {Num(amount)} to treasury.	Przeniesiono {Num(amount)} do skarbca.	interpolation/format
DagoniteEmpire/Pages/Barony/BudgetPage.razor	Remove “{src.Name}”?	Usunąć „{src.Name}”?	interpolation/format
DagoniteEmpire/Pages/Barony/BuildingsPage.razor	<PageTitle>Dagonite Empire | Buildings</PageTitle>	<PageTitle>Dagonitowe Imperium | Budynki</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/BuildingsPage.razor	Catalog entry “{saved.Name}” created.	Utworzono pozycję katalogu “{saved.Name}”.	interpolation/format
DagoniteEmpire/Pages/Barony/BuildingsPage.razor	Catalog entry “{saved.Name}” updated.	Zaktualizowano pozycję katalogu “{saved.Name}”.	interpolation/format
DagoniteEmpire/Pages/Barony/BuildingsPage.razor	Delete catalog entry \"{template.Name}\"? This cannot be undone.	Usunąć pozycję katalogu \"{template.Name}\"? Tej operacji nie można cofnąć.	interpolation/format
DagoniteEmpire/Pages/Barony/BuildingsPage.razor	Catalog entry “{template.Name}” deleted.	Usunięto pozycję katalogu “{template.Name}”.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/AdvisorSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/ArmySection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/AudiencePanel.razor		wymiana	non-texty literal
DagoniteEmpire/Pages/Barony/Components/AudiencePanel.razor	@FmtPhp(x.Prestige) Prestige	@FmtPhp(x.Prestige) Prestiż	unresolved line
DagoniteEmpire/Pages/Barony/Components/AudiencePanel.razor	@FmtPhp(x.Fear) Fear	@FmtPhp(x.Fear) Postrach	unresolved line
DagoniteEmpire/Pages/Barony/Components/AudiencePanel.razor	Created chapter \"{chapterName}\".\n{ChapterLinkPrefix}{chapterId}	Utworzono rozdział \"{chapterName}\".\n{ChapterLinkPrefix}{chapterId}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/AudiencePanel.razor	{_speakerMode} speaks…	{_speakerMode} mówi…	interpolation/format
DagoniteEmpire/Pages/Barony/Components/AudienceResourcesDialog.razor	Adds PPB and Prestige / Honor / Fear to this audience and posts a “Resource change” note.	Dodaje PPB oraz Prestiż / Honor / Strach do tej audiencji i dodaje notatkę „Zmiana zasobów”.	unresolved line
DagoniteEmpire/Pages/Barony/Components/AudienceResourcesDialog.razor	Non-cumulative PPB → Events · Cumulative PPB → Resources (Expected Income) · PHP → Baron Card (From Adventures).	Niekumulatywne PPB → Wydarzenia · Kumulatywne PPB → Zasoby (Oczekiwany dochód) · PHP → Karta Barona (Z przygód).	unresolved line
DagoniteEmpire/Pages/Barony/Components/AvailableAdvisorEditDialog.razor	@skill.NameEn	@skill.NamePl	non-texty literal
DagoniteEmpire/Pages/Barony/Components/AvailableAdvisorsSection.razor		osoba	non-texty literal
DagoniteEmpire/Pages/Barony/Components/AvailableAdvisorsSection.razor	{person.Name} — commander tree	{person.Name} — drzewko dowódcy	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronArtifactEditDialog.razor	· Capacity: @_capacityUsed / @BaronArtifactCapacity.LimitLabel(_selectedRoom.SizeCategory)	· Pojemność: @_capacityUsed / @BaronArtifactCapacity.LimitLabel(_selectedRoom.SizeCategory)	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronArtifactEditDialog.razor	Room #{room.Id}	Komnata #{room.Id}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronPurseSourceEditDialog.razor	Positive = income, negative = expense.	Dodatnia = dochód, ujemna = wydatek.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/BaronReputationEffectsSection.razor	{tier.Name}\nRequired: {tier.ThresholdLabel}\n{tier.BonusSummary}	{tier.Name}\nWymagane: {tier.ThresholdLabel}\n{tier.BonusSummary}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronTimeActionEditDialog.razor	Weekly adventure ≈ {BaronTimeRules.WeeklyExpeditionJc} BT 	Cotygodniowa wyprawa ≈ {BaronTimeRules.WeeklyExpeditionJc} BT 	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronTimeActionEditDialog.razor	(safe max {BaronTimeRules.MaxSafeExpeditionWeeks} weeks / {BaronTimeRules.MaxSafeExpeditionJc} BT).	(bezpieczne maks. {BaronTimeRules.MaxSafeExpeditionWeeks} tygodni / {BaronTimeRules.MaxSafeExpeditionJc} BT).	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronTimeActionEditDialog.razor	Great Hunt: at least {BaronTimeSuggestedCosts.GreatHuntJc} BT + 	Wielkie Polowanie: co najmniej {BaronTimeSuggestedCosts.GreatHuntJc} BT + 	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronTimeActionEditDialog.razor	{BaronTimeSuggestedCosts.GreatHuntProduction} Production + {BaronTimeSuggestedCosts.GreatHuntGold} gold.	{BaronTimeSuggestedCosts.GreatHuntProduction} Produkcji + {BaronTimeSuggestedCosts.GreatHuntGold} złota.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronTimeActionEditDialog.razor	Required each turn: {BaronTimeRules.RequiredManagementJc} BT.	Wymagane w każdej turze: {BaronTimeRules.RequiredManagementJc} BT.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	Left @_budget.RemainingJc	Pozostało @_budget.RemainingJc	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	(Endurance @_budget.Endurance + Willpower @_budget.Willpower) × @BaronTimeRules.AttributeFactor	(Wytrzymałość @_budget.Endurance + Siła woli @_budget.Willpower) × @BaronTimeRules.AttributeFactor	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	<text> · modifiers @BaronyCalc.FormatPercent(_budget.ModifierPercent) → <b>@_budget.TotalJc BT</b></text>	<text> · modyfikatory @BaronyCalc.FormatPercent(_budget.ModifierPercent) → <b>@_budget.TotalJc BT</b></text>	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	Management shortfall: @_budget.ManagementJc / @BaronTimeRules.RequiredManagementJc BT.	Niedobór zarządzania: @_budget.ManagementJc / @BaronTimeRules.RequiredManagementJc BT.	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	(@_budget.AdventureJc BT). Safe limit is @BaronTimeRules.MaxSafeExpeditionWeeks weeks	(@_budget.AdventureJc BT). Bezpieczny limit to @BaronTimeRules.MaxSafeExpeditionWeeks tyg.	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	(@BaronTimeRules.MaxSafeExpeditionJc BT) without extra management penalties.	(@BaronTimeRules.MaxSafeExpeditionJc BT) bez dodatkowych kar do zarządzania.	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	Overspent by @Math.Abs(_budget.RemainingJc) BT this turn.	Przekroczono o @Math.Abs(_budget.RemainingJc) BT w tej turze.	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	One turn = one quarter. Weekly expedition / adventure = @BaronTimeRules.WeeklyExpeditionJc BT	Jedna tura = jeden kwartał. Tygodniowa wyprawa / przygoda = @BaronTimeRules.WeeklyExpeditionJc BT	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	(up to @BaronTimeRules.MaxSafeExpeditionWeeks weeks / @BaronTimeRules.MaxSafeExpeditionJc BT without extra management penalties).	(do @BaronTimeRules.MaxSafeExpeditionWeeks tyg. / @BaronTimeRules.MaxSafeExpeditionJc BT bez dodatkowych kar do zarządzania).	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	Great Hunt: @BaronTimeSuggestedCosts.GreatHuntJc BT (baron or officer) + @BaronTimeSuggestedCosts.GreatHuntProduction Production + @BaronTimeSuggestedCosts.GreatHuntGold gold;	Wielkie Łowy: @BaronTimeSuggestedCosts.GreatHuntJc BT (baron lub oficer) + @BaronTimeSuggestedCosts.GreatHuntProduction Produkcji + @BaronTimeSuggestedCosts.GreatHuntGold złota;	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	Base BT = (Endurance + Willpower) × {BaronTimeRules.AttributeFactor}.\n	Bazowe BT = (Wytrzymałość + Siła woli) × {BaronTimeRules.AttributeFactor}.\n	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	Endurance {_budget.Endurance}, Willpower {_budget.Willpower} → base {_budget.BaseJc}.\n	Wytrzymałość {_budget.Endurance}, Siła woli {_budget.Willpower} → baza {_budget.BaseJc}.\n	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronTimeSection.razor	Percent modifiers: {BaronyCalc.FormatPercent(_budget.ModifierPercent)} → pool {_budget.TotalJc} BT.	Modyfikatory procentowe: {BaronyCalc.FormatPercent(_budget.ModifierPercent)} → pula {_budget.TotalJc} BT.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/BaronyHelpDialog.razor	<span>@Entry.Title — Help</span>	<span>@Entry.Title — Pomoc</span>	unresolved line
DagoniteEmpire/Pages/Barony/Components/BaronyResourceHud.razor	@info.NameEn	@info.NamePl	non-texty literal
DagoniteEmpire/Pages/Barony/Components/BuildingCatalogTable.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/CityBuildingsSection.razor	@info.NameEn	@info.NamePl	non-texty literal
DagoniteEmpire/Pages/Barony/Components/CityBuildingsSection.razor	Catalog entry “{catalogName}” not found.	Nie znaleziono wpisu katalogu „{catalogName}”.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/CityBuildingsSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/CommunityPenaltiesSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/ConjunctureEditDialog.razor	Conjuncture = 2d6 + MG modifier. Rolled at turn start.	Koniunktura = 2k6 + modyfikator MG. Rzucane na początku tury.	unresolved line
DagoniteEmpire/Pages/Barony/Components/ConjunctureEditDialog.razor	Net Gold profit = (Economy + Conjuncture) × 2; also shifts Community Economy %.	Zysk netto w złocie = (Gospodarka + Koniunktura) × 2; przesuwa też % Gospodarki społeczności.	unresolved line
DagoniteEmpire/Pages/Barony/Components/ConjunctureEditDialog.razor	Only MG. War −3, good harvest +2, etc.	Tylko MG. Wojna −3, dobre żniwa +2 itp.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/ConjunctureEditDialog.razor	Effective: @_dice + @_modifier = <b>@(_dice + _modifier)</b>	Efektywnie: @_dice + @_modifier = <b>@(_dice + _modifier)</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/ConjunctureEditDialog.razor	(Gold uses Economy + Conjuncture; % uses Conjuncture − 7 = @(_dice + _modifier - 7))	(Złoto używa Gospodarka + Koniunktura; % używa Koniunktura − 7 = @(_dice + _modifier - 7))	unresolved line
DagoniteEmpire/Pages/Barony/Components/ConjunctureEditDialog.razor	Rolled {roll.Text}	Wyrzucono {roll.Text}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/CourtCommanderTreeDialog.razor	CX @_available available · @_spent spent · pool @_sheet.CommanderXp	CX @_available dostępne · @_spent wydane · pula @_sheet.CommanderXp	unresolved line
DagoniteEmpire/Pages/Barony/Components/CourtCommanderTreeDialog.razor	@BranchTitle(_selected.Branch) · Tier @(_selected.Tier) · @_selected.CxCost CX	@BranchTitle(_selected.Branch) · Poziom @(_selected.Tier) · @_selected.CxCost CX	unresolved line
DagoniteEmpire/Pages/Barony/Components/CourtCommanderTreeDialog.razor	Unlock (@_selected.CxCost CX)	Odblokuj (@_selected.CxCost CX)	unresolved line
DagoniteEmpire/Pages/Barony/Components/CourtCommanderTreeDialog.razor	{_selected.NameEn} unlocked.	{_selected.NameEn} odblokowano.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/CourtCommanderUnlockDialog.razor	Available CX: @_available. Trunk + branch gates apply (model B).	Dostępne CX: @_available. Obowiązują bramki pnia i gałęzi (model B).	unresolved line
DagoniteEmpire/Pages/Barony/Components/CourtCommanderXpEditDialog.razor	Total CX pool for @AdvisorName. Spent: @Spent.	Łączna pula CX dla @AdvisorName. Wydano: @Spent.	unresolved line
DagoniteEmpire/Pages/Barony/Components/CreateBuildingProjectDialog.razor	Tile (@Tile.X, @Tile.Y) — map construction project (Improvement), paid with Gold &amp; Production only.	Pole (@Tile.X, @Tile.Y) — projekt budowy na mapie (Ulepszenie), opłacany tylko Złotem i Produkcją.	unresolved line
DagoniteEmpire/Pages/Barony/Components/CreateBuildingProjectDialog.razor	{template.Name} ({Fmt(template.GoldCost)} gold / {Fmt(template.ProductionCost)} prod)	{template.Name} ({Fmt(template.GoldCost)} złota / {Fmt(template.ProductionCost)} prod.)	interpolation/format
DagoniteEmpire/Pages/Barony/Components/CreateBuildingProjectDialog.razor	Output type: @ProjectOutputKind.Improvement · Payment: Gold &amp; Production only	Typ wyniku: @ProjectOutputKind.Improvement · Płatność: tylko Złoto i Produkcja	unresolved line
DagoniteEmpire/Pages/Barony/Components/CreateBuildingProjectDialog.razor	Build {template.Name} at [{Tile.X},{Tile.Y}]	Budowa {template.Name} w [{Tile.X},{Tile.Y}]	interpolation/format
DagoniteEmpire/Pages/Barony/Components/CreateBuildingProjectDialog.razor	Construct {templateName} at [{Tile.X},{Tile.Y}].	Budowa {templateName} w [{Tile.X},{Tile.Y}].	interpolation/format
DagoniteEmpire/Pages/Barony/Components/CreateCityBuildingProjectDialog.razor	Output type: @ProjectOutputKind.Building · Payment: Gold &amp; Production only	Typ wyniku: @ProjectOutputKind.Building · Płatność: tylko Złoto i Produkcja	unresolved line
DagoniteEmpire/Pages/Barony/Components/CreateCityBuildingProjectDialog.razor	Build {Template.Name}	Budowa {Template.Name}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/CreateCityBuildingProjectDialog.razor	Construct {Template.Name} in the city.	Budowa {Template.Name} w mieście.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/DecreesSection.razor	Remove “{item.Name}”?	Usunąć „{item.Name}”?	interpolation/format
DagoniteEmpire/Pages/Barony/Components/DecreesSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/EventsSection.razor	Active from turn – to turn (∞ = ongoing)	Aktywne od tury – do tury (∞ = trwa)	non-texty literal
DagoniteEmpire/Pages/Barony/Components/EventsSection.razor	Turns {item.StartTurn}–{end}	Tury {item.StartTurn}–{end}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/EventsSection.razor	From turn {item.StartTurn} (ongoing)	Od tury {item.StartTurn} (trwa)	interpolation/format
DagoniteEmpire/Pages/Barony/Components/EventsSection.razor	Active now (turn {CurrentTurn}).	Aktywne teraz (tura {CurrentTurn}).	interpolation/format
DagoniteEmpire/Pages/Barony/Components/EventsSection.razor	Not active on turn {CurrentTurn}.	Nieaktywne w turze {CurrentTurn}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/EventsSection.razor	Remove “{item.Name}”?	Usunąć “{item.Name}”?	interpolation/format
DagoniteEmpire/Pages/Barony/Components/EventsSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Grid (@Seat.GridWidth×@Seat.GridHeight)	Siatka (@Seat.GridWidth×@Seat.GridHeight)	unresolved line
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Click a grid cell on @SeatFloorLevel.Label(_currentLevel) to place a new chamber (2×2).	Kliknij komórkę siatki na @SeatFloorLevel.Label(_currentLevel), aby umieścić nową komnatę (2×2).	unresolved line
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Painting @PaintModeLabel() on @SeatFloorLevel.Label(_currentLevel). Click or drag across cells.	Malowanie @PaintModeLabel() na @SeatFloorLevel.Label(_currentLevel). Kliknij lub przeciągnij po komórkach.	unresolved line
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	@SeatFloorLevel.Label(_currentLevel). Click a chamber to assign purpose. Drag to reposition. Use paint for walls, ground, and water.	@SeatFloorLevel.Label(_currentLevel). Kliknij komnatę, aby przypisać przeznaczenie. Przeciągnij, aby zmienić położenie. Użyj malowania dla ścian, podłoża i wody.	unresolved line
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	<text> Use “Add chamber” to create the lord's seat layout.</text>	<text> Użyj „Dodaj komnatę”, aby utworzyć układ siedziby lorda.</text>	unresolved line
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Assigned: {occupant}	Przypisano: {occupant}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Typical occupant: {p.WhoOccupies}	Typowy mieszkaniec: {p.WhoOccupies}	interpolation/format
